LOR
-184.482544055
-171.517689401
-201.884665149
-153.494009259
-180.264645416
-173.504246624
-189.084490326
-182.104265205
-216.96526251
-184.034133174
-202.749060289
-191.31122606
-160.747816743
-167.848068118
-214.581734504
-169.794259495
-127.465423959
-179.773817801
-187.826244384
-189.718017347
-174.553007519
-213.842874648
-190.428738517
-180.8978837
-182.108329049
-202.52780219
-136.685921261
-190.005384241
-153.830506457
-192.155519871
-190.175727531
-156.712296063
-149.54880025
-194.501052826
-189.59885726
-181.25254809
-152.0501117
-214.225489194
-182.971145285
-151.047568411
-160.580738299
-171.139246301
-179.144562753
-206.169023263
-170.471795306
-213.517291715
-174.634170262
-197.181662539
-188.284409888
-164.341643546
-158.764386961
-142.166600048
-199.615997722
-200.280559551
-211.573045032
-148.728600345
-167.572238607
-199.876145586
-180.941197405
-168.69382569
-199.087249226
-189.195374562
-182.600454654
-195.789726275
-192.119654179
-187.544773835
-172.592334123
-188.963199225
-185.32893042
-163.456886698
-209.516215819
-210.192314327
-168.77525638
-181.390306993
-200.13420373
-209.43262561
-183.406002089
-160.60126909
-206.216674991
-146.452885174
-159.942935213
-185.973830156
-192.103912445
-192.244499209
-191.656348161
-175.649264302
-200.467478777
-183.237228842
-234.760063613
-167.361045904
-187.277831341
-171.633499236
-190.016199705
-192.838804692
-211.082667229
-186.889327018
-160.777227902
-205.310244113
-213.18069878
-186.028757202
-182.5290288
-178.388717236
-199.571471591
-206.158645565
-160.382253093
-187.514911213
-185.086185293
-193.164340878
-178.643965286
-137.628770799
-149.050460654
-213.518894342
-206.505573991
-180.774208679
-215.532379458
-179.926982335
-182.296933086
-181.048686418
-152.146668932
-205.187496194
-186.604163386
-202.593662638
-214.520939936
-188.539485473
-228.162608248
-204.809005519
-167.934962732
-197.928975258
-206.180404042
-182.538811617
-153.324094875
-209.419163597
-201.346494044
-175.657699763
-192.140148365
-199.239277414
-181.836143027
-217.912515599
-199.489061612
-176.250654039
-193.041540145
-193.057578471
-158.10911639
-159.284569273
-188.714780401
-206.53068114
-166.842670869
-172.74690758
-186.318594398
-202.788864181
-155.17202639
-196.735081504
-148.850165709
-166.555808238
-182.128727363
-191.439535195
-167.675619552
-154.16971886
-221.660968318
-203.407189296
-170.537857101
-151.511092217
-231.608952724
-213.627029379
-188.701626932
-155.948334732
-220.258350802
-200.439003267
-171.508035889
-201.770665349
-188.333782535
-185.863467863
-163.779845523
-193.004027848
-159.132253573
-167.560018778
-179.622376059
-211.29363653
-189.743490798
-169.893089275
-154.347130027
-162.748798244
-191.715402075
-169.234049183
-185.323182037
-188.774005838
-171.304258686
-213.51319654
-194.823096151
-175.552098141
-176.912682327
-178.777773065
-187.333396716
-185.563749274
-169.5686507
-194.06433424
-178.339875764
-195.736059157
-171.271341811
-179.399446104
-185.849838169
-176.838236257
-209.479547559
-181.500845056
-162.337289316
-166.38392679
-191.900651786
-174.069241475
-185.795095536
-182.331762075
-174.870195757
-183.412513636
-159.109312197
-203.161591832
-190.924314316
-180.795093638
-199.150317973
-163.22790464
-181.749099859
-167.725778113
-154.018218947
-200.593841806
-155.763500609
-199.10876888
-182.041957695
-163.834883032
-169.870348902
-157.226584119
-181.659305266
-204.774942426
-160.499437956
-166.658790568
-235.342556066
-182.945094806
-126.888004142
-173.623161011
-191.949713822
-132.244305215
-168.173232177
-190.798264397
-181.741169342
-211.288411625
-199.304206086
-212.500533062
-150.180684571
-216.190852009
-228.118480003
-168.803890851
-144.869419081
-200.265682285
-180.887008874
-162.775646147
-154.688257774
-150.745363692
-164.111823754
-201.334403237
-174.20684246
-146.777891344
-181.008354162
-191.267469401
-179.027268403
-176.631637072
-216.847637314
-204.927597288
-165.725322747
-141.2035629
-196.439218631
-192.396994718
-176.908737361
-195.346665723
-184.047029686
-179.882841085
-203.87589117
-188.179769803
-183.239541083
-212.110511884
-153.600546488
-188.043269787
-167.866896176
-194.084953538
-182.042947827
-188.464982752
-202.227803065
-174.43613189
-186.536688957
-138.193700983
-200.392944569
-170.052789816
-184.102066104
-191.359052551
-208.438854981
-174.498617188
-165.896658569
-185.60063032
-227.116250126
-208.974360883
-204.316836385
-185.946271328
-170.820271654
-207.544891457
-156.736026393
-216.520939121
-229.281005788
-199.401168534
-240.382227966
-209.797103187
-173.409180322
-179.331369633
-176.856084507
-186.863397946
-203.441497113
-184.967766708
-188.248857848
-211.135237196
-147.215262989
-199.065757095
-155.728843908
-147.58273195
-168.735052256
-196.123943857
-199.653972826
-152.341531223
-171.320559177
-167.354825426
-170.450054528
-210.265748235
-232.319753843
-241.269641202
-180.068903321
-201.397312163
-161.72286677
-184.127739799
-230.68724273
-176.258396114
-189.013927867
-183.713650092
-197.528788215
-173.006157363
-181.809616508
-185.863032398
-159.956598227
-177.543495353
-182.770495062
-193.128387116
-147.383405094
-194.880408157
-177.249076204
-172.148919416
-180.764572081
-229.080334034
-174.425534869
-174.509249111
-196.205432461
-152.948283337
-182.249385892
-173.238334349
-189.735508727
-180.543902392
-167.658503118
-197.314213496
-209.39990267
-187.642843008
-173.974403359
-131.60229057
-180.292393488
-153.220523279
-135.793753339
-168.741731444
-162.736657036
-191.977325193
-163.186065011
-162.065819057
-156.900033279
-165.435697683
-196.313480797
-193.164860997
-178.528187279
-181.315990516
-192.547030447
-179.719391733
-180.155379316
-174.562501618
-186.168472498
-201.91404105
-200.938649005
-222.617353716
-163.273631018
-188.66295464
-154.627391671
-189.264998706
-202.048373915
-176.456349432
-182.913291858
-181.431676275
-220.885355857
-169.895518076
-186.358054325
-163.059713998
-189.748588035
-147.381673547
-135.186393754
-178.295538348
-206.305997626
-156.027449768
-130.603263933
-191.129035893
-210.261200561
-170.260301946
-171.878176073
-199.252283853
-175.171794903
-189.154039235
-185.588495279
-191.826014431
-194.721388666
-151.672809619
-163.18420879
-177.307099458
